filename,uptake,surrogate_pred_g_L,surrogate_rank,iteration
vmx+N588+E131,18.067803,27.88004908265657,1,2
sml+N59+E162,19.654702,26.992581678555666,4,2
wht+N598+E63,28.962506,25.598736082153437,6,2
smb+N422+E234,12.340828,23.358480984970925,7,2
smb+N422+E195,20.191474,23.334287970468893,8,2
kag+N170+E205,20.614228,22.130586836058683,11,2
kag+N336+E205,25.598681,22.04793515041939,12,2
yfw+N332+E151,9.718897,20.568931476783035,21,2
vbx+N577+E206,20.004941,20.465708079007015,27,2
snq+N9+E79,17.010132,20.461527359766734,29,2
yfw+N254+E151,18.948057,20.46014450949724,30,2
yfw+N332+E160,9.199963,20.416468801964328,32,2
whg+N433+E14,18.526892,20.373553367856175,38,2
whg+N433+E110,10.595799,20.30266630540322,43,2
wjf+N520+E182,8.508859,20.30251997826832,44,2
whg+N505+E14,20.286102,20.28872952847442,48,2
wjs+N482+E162,21.670029,20.20206463481898,57,2
eta+N611+E160,4.344839,20.184243323601237,60,2
wjs+N482+E101,13.613967,20.168309357815133,61,2
wix+N377+E38,3.776114,20.13878579878491,67,2
wjf+N238+E36,4.960426,20.095331347295115,72,2
uou+N387+E45,7.497673,20.085402072178738,4,3
uou+N387+E31,4.716501,20.07790308488643,5,3
uou+N17+E31,24.66793,19.89523870524667,6,3
utk+N18+E43,8.072181,19.884456470196824,7,3
utk+N18+E119,7.131712,19.86792785419496,8,3
unc+N460+E65,6.702339,19.620748991097145,10,3
utk+N18+E156,8.84483,19.58962488627776,11,3
wkl+N433+E186,12.871608,19.577987070097265,12,3
wja+N290+E1,9.408313,19.362417287243147,23,3
cds+N310+E50,14.0915,19.356431407334668,24,3
smi+N105+E224,19.33274,19.315726547255338,27,3
cds+N310+E145,23.872957,19.31427520748923,28,3
whv+N134+E186,19.990456,19.294205513738433,33,3
unc+N492+E65,11.21515,19.229619300143668,35,3
msw+N264+E23,24.630516,19.228787230557828,36,3
kag+N147+E16,17.127033,19.216584340300358,40,3
smi+N273+E224,17.849578,19.141823605313988,46,3
msw+N173+E136,20.307283,19.125536082271623,49,3
msw+N173+E61,27.491226,19.09633135636038,55,3
can+N461+E110,5.045349,19.05298503399669,58,3
cds+N310+E49,30.419747,19.036067282003174,62,3
kag+N147+E206,16.30353,19.021647532020594,67,3
kag+N147+E50,12.270032,19.01732977629139,70,3
ukg+N708+E234,9.984211,19.008729731400578,73,3
uoc+N581+E79,13.130221,18.979870107147065,77,3
fob+N482+E44,27.24257,18.973579374157566,80,3
wht+N290+E63,29.512684,24.78737036478185,4,4
kag+N339+E205,20.493174,22.49018435718955,5,4
kag+N289+E205,22.28502,22.23199498327631,6,4
msw+N173+E41,10.538066,22.17448328483823,7,4
msw+N173+E132,30.082608,22.10363882356762,8,4
uol+N719+E175,12.913141,20.130262599196044,17,4
uol+N90+E204,12.402979,20.025547165895148,18,4
uol+N90+E175,8.823103,19.98477128447655,19,4
whv+N134+E81,24.51962,19.753936976362468,21,4
lcy-e+N528+E158,20.331632,19.41570596557716,30,4
feb+N247+E1,22.009551,19.111837244837346,40,4
svd+N233+E163,17.863588,19.08426556091453,43,4
sxa+N567+E233,15.680277,19.074581821321573,44,4
sda+N453+E206,22.50754,19.041955576715594,46,4
qtz-e+N680+E149,19.687207,18.9869482152873,48,4
fnj+N133+E166,14.960806,18.958476160613856,49,4
qtz-e+N680+E87,10.530334,18.916214130045347,50,4
sda+N183+E1,10.976171,18.907178177856537,51,4
sda+N453+E14,32.007117,18.883606901534193,52,4
feb+N510+E98,25.070996,18.848178056605036,53,4
feb+N247+E160,25.887069,18.80792677136759,59,4
svd+N233+E137,21.216426,18.788160987673763,61,4
svd+N233+E134,21.009749,18.751950209193268,62,4
zfg+N254+E149,18.018882,18.62927469442019,70,4
rob+N366+E9,9.254848,18.62474142277125,71,4
swe+N583+E80,20.983747,18.612168476944987,72,4
hbo+N307+E8,7.454322,18.567620794457184,78,4
fob+N671+E44,12.890099,19.850557321680128,3,5
msw+N173+E2,13.431951,19.654382938423083,9,5
vcl+N233+E120,27.445812,19.645275264307358,10,5
msw+N173+E65,27.27337,19.516888204300074,13,5
kag+N334+E205,24.596959,19.49044710209502,14,5
msw+N400+E38,15.101285,19.48846852616272,15,5
fny+N364+E18,15.237411,19.459600368028887,17,5
ncf+N444+E89,18.898362,19.429785325952793,18,5
fny+N364+E104,8.953115,19.412982261492274,19,5
cds+N616+E49,12.24782,19.373536910483878,20,5
cds+N310+E127,17.740081,19.34801115031169,23,5
kag+N384+E205,24.777546,19.251413112802823,28,5
kag+N567+E205,22.385872,19.238134804495346,29,5
vbm+N273+E224,16.40829,19.238097831528705,30,5
uoc+N310+E190,11.931222,19.13023473685631,37,5
uoc+N310+E81,13.91266,19.121994360805502,39,5
yfh+N272+E182,9.206868,19.11264897349183,40,5
fna+N671+E68,9.253217,19.078404068683867,49,5
reo-e+N287+E199,21.460077,19.073399349431128,50,5
sni+N608+E120,15.910852,19.052293634310402,57,5
wko+N366+E18,24.261128,19.035742069577765,61,5
usf+N42+E53,9.185902,19.028094305427288,64,5
acs+N479+E188,23.90029,19.023209696094426,66,5
wma+N590+E25,26.516088,19.0202579164809,68,5
wma+N489+E25,29.283779,19.01975491702514,69,5
wht+N16+E63,27.572452,18.974851144597096,72,5
uoc+N310+E205,17.06217,18.968789249162626,74,5
zfh+N671+E14,18.743386,18.9658642070617,77,5
wmo+N608+E188,12.606327,18.96194507259783,78,5
wht+N494+E63,22.420312,29.909938943979,1,6
sda+N476+E14,6.121248,28.798706014452705,2,6
sda+N622+E14,28.204495,28.379354744660986,3,6
msw+N102+E132,25.042517,27.446242917927407,4,6
msw+N595+E132,14.020967,27.34156728954622,5,6
vmx+N192+E65,29.221899,26.281168988628792,7,6
wma+N41+E25,27.355095,26.2308429783385,8,6
wma+N106+E25,25.383783,25.8869386825977,9,6
sml+N343+E134,23.847184,25.342358493440884,14,6
vcl+N233+E166,28.024795,24.738784349715274,15,6
feb+N510+E160,26.990387,24.707813863120577,16,6
feb+N247+E98,26.168735,24.544427853430875,17,6
wko+N366+E158,20.581961,24.00040327002239,20,6
gpu+N247+E9,13.386244,23.84628944647102,21,6
wko+N366+E215,25.074788,23.79041562210614,22,6
ecu+N380+E216,25.742372,23.479969673714436,23,6
sxa+N465+E113,26.548644,23.179180054307835,24,6
sxa+N465+E217,10.159112,23.178177243635957,25,6
ecu+N380+E50,24.036853,23.175488655879008,26,6
cds+N310+E32,33.056178,22.572701757687014,27,6
cds+N310+E166,26.820362,22.479368235376,28,6
acs+N479+E119,24.629044,22.361724488552852,29,6
acs+N479+E142,23.683147,22.252073550833302,31,6
whv+N134+E53,16.448003,22.194279836575447,32,6
vbx+N438+E206,20.677647,20.772836720147097,37,6
wii+N366+E166,16.276322,20.690897649551687,38,6
svd+N233+E7,7.934805,20.283500971098704,43,6
whg+N125+E14,22.241498,20.281233209357367,44,6
snp+N382+E215,14.197172,20.231061350810307,47,6
fnl+N300+E92,12.859047,20.21191026365119,48,6
whg+N646+E14,19.524072,20.20935975299045,49,6
fnl+N651+E187,8.026139,20.17687206701919,51,6
whr+N40+E11,12.235809,20.17252078372161,52,6
vcq+N599+E151,28.436548,20.071703894966447,55,6
swe+N583+E151,25.50475,19.790054646287615,67,6
wli+N651+E3,11.101472,19.782370552840916,68,6
osf+N284+E151,25.175478,19.727858951768496,71,6
swe+N599+E202,27.949207,19.72731529896282,72,6
eca+N189+E37,25.285218,19.678714221949065,76,6
sva+N284+E72,30.567873,19.67535214769896,77,6
sda+N453+E187,25.608006,29.397525545808662,1,7
sda+N453+E195,29.929685,29.048765610423857,2,7
vcl+N233+E187,19.057496,28.53882084991517,3,7
swe+N599+E151,24.987962,28.53605504083623,4,7
swe+N599+E92,27.399104,27.528743938499588,5,7
wma+N567+E25,24.909369,26.026831444467007,9,7
wma+N220+E25,25.592613,25.97133144824761,10,7
cds+N68+E32,30.116832,25.848994215425932,11,7
cds+N32+E32,12.518855,25.826824795448488,12,7
sml+N222+E134,25.942414,25.622788826433293,13,7
feb+N510+E47,25.160899,25.099385226651975,16,7
sva+N583+E72,31.782596,25.06184065682578,17,7
ecu+N380+E203,17.121507,24.98245420573801,18,7
fob+N482+E73,24.991215,24.74829325038229,19,7
ecu+N380+E151,26.960981,24.747465225552446,20,7
acs+N479+E33,11.127207,24.741441430810028,21,7
acs+N479+E179,19.140707,24.56008552571558,23,7
sva+N446+E72,30.548047,24.50542600905635,24,7
wko+N366+E195,22.587051,23.709055950016136,25,7
kag+N14+E205,16.159984,23.54903328007356,28,7
kag+N36+E205,25.14138,23.428529898923784,29,7
sxa+N481+E233,20.03993,23.14668880009856,30,7
sxa+N506+E233,18.243317,23.143792431087945,31,7
msw+N518+E132,22.357999,22.994836433248793,32,7
uoy+N2+E68,6.220286,22.877682945082825,33,7
msw+N9+E61,28.834892,22.67518921526056,36,7
lcx+N120+E189,20.963871,22.571587332634465,37,7
eca+N189+E123,23.023999,22.23913665187274,39,7
lcx+N70+E189,27.835282,22.086238517149184,40,7
eca+N189+E206,22.796534,22.073921218331805,41,7
utp+N246+E158,20.540349,22.018951621834844,43,7
utp+N246+E21,5.968422,21.930242590362525,44,7
utp+N315+E21,2.909395,21.91197966097235,45,7
vms+N199+E173,16.025604,21.881815592547014,46,7
xfx+N651+E158,9.850628,21.877078929762604,47,7
osf+N233+E151,26.438913,21.835440189447354,49,7
ukh+N2+E113,6.347532,21.813171561100773,51,7
xfx+N364+E158,14.147413,21.7964723445765,52,7
ukh+N434+E113,8.135311,21.737366918664918,55,7
vms+N647+E173,22.560244,21.711442182757935,56,7
wht+N608+E63,20.930165,27.920189899407546,1,8
cds+N310+E44,24.341019,26.77206422874667,2,8
wma+N208+E25,20.978759,25.943262883148122,7,8
ecu+N380+E52,24.69027,25.534219389451437,9,8
ecu+N45+E151,26.471461,25.122685692449295,12,8
feb+N510+E65,25.709913,24.529434184603787,13,8
msw+N250+E61,21.491282,24.09514123856661,14,8
msw+N92+E61,31.007718,23.913371292924978,15,8
kag+N283+E205,23.734557,23.764710010935687,16,8
eca+N189+E84,28.57779,23.42948939158498,18,8
eca+N189+E134,24.309431,23.2860932861131,20,8
sml+N222+E102,18.965356,23.283380962280575,21,8
kag+N379+E205,22.408529,23.13942232671647,23,8
acs+N479+E45,20.143418,22.190969428557565,29,8
whc+N101+E34,11.539242,22.041403016373152,32,8
mon+N520+E27,7.657907,22.038757284887993,33,8
uob+N547+E132,18.93876,22.02100429080923,34,8
mdf+N719+E121,15.44998,21.986170359631046,36,8
acs+N479+E222,17.379155,21.888196368568572,42,8
whc+N657+E34,15.967708,21.74472140373797,52,8
swb+N599+E202,22.082431,21.675733046189265,60,8
vcm+N599+E45,23.074881,21.645997810660077,62,8
whc+N101+E16,18.421499,21.578694414742756,69,8
ukn+N256+E234,6.364348,21.545873149642205,72,8
gis+N310+E151,9.585794,21.497223058815734,76,8
dia+N68+E224,8.778409,21.484068003458077,77,8
fne+N242+E131,20.971543,21.483643915351166,78,8
unh+N238+E176,6.6871,21.479962059513895,79,8
unh+N310+E85,14.035146,21.47865387037419,80,8
sva+N583+E136,21.848918,29.36471050331295,1,9
vmx+N192+E18,29.351907,28.842996743719937,3,9
sml+N576+E134,23.102399,27.76345865480198,4,9
msw+N343+E61,15.578635,26.700852023923403,5,9
msw+N341+E61,31.743861,26.664823738236578,6,9
lcx+N70+E70,22.194765,26.48821272841144,7,9
wma+N457+E25,19.772027,26.294392227089247,8,9
lcx+N70+E68,27.913327,26.01892603162105,9,9
wht+N14+E63,18.62528,25.440763684789317,11,9
vcq+N446+E151,28.764994,25.369121998232572,12,9
eca+N189+E194,13.165577,25.23344167088692,13,9
vcq+N233+E151,31.5001,25.223592703761597,14,9
cds+N464+E32,8.335826,24.937622733398598,16,9
ecu+N209+E151,28.251208,24.78702863941436,17,9
osf+N233+E41,10.656053,24.666636254575565,18,9
whv+N134+E18,23.703007,24.33577773916346,21,9
swe+N599+E127,24.188406,23.156688514810412,22,9
vbt+N55+E18,20.372919,23.14298085904352,23,9
vbt+N602+E73,24.700686,23.11727835486971,24,9
vbt+N55+E73,19.968802,23.08124270692622,25,9
whv+N134+E181,15.711027,22.88652097877315,28,9
uon+N109+E216,27.507577,22.604400602499368,36,9
wko+N366+E63,27.020599,22.57057103311257,37,9
wko+N366+E44,17.377375,22.530758980572614,40,9
uon+N515+E127,15.225561,22.491373505845445,43,9
wfa+N342+E160,11.898343,22.400828142610294,48,9
vbu+N559+E41,8.48212,22.174885249300303,55,9
unm+N153+E134,22.581626,22.168066500404507,56,9
unm+N689+E25,18.477719,22.157897924725034,57,9
smb+N577+E44,13.59881,22.07079419994494,60,9
kag+N476+E205,5.497535,21.83697845581395,68,9
vmc+N572+E53,10.233175,21.70436255953763,74,9
kag+N553+E205,16.904602,21.666817215903393,77,9
afw+N215+E187,7.052714,21.61459932780491,79,9
zft+N300+E12,6.467433,21.59655097212169,80,9
cds+N68+E166,21.528142,34.69380618361265,1,10
cds+N68+E49,28.328688,33.81511600681392,2,10
msw+N341+E23,26.610643,32.550331027285665,3,10
cds+N68+E66,21.407311,32.08408544903682,4,10
sda+N552+E14,20.544246,28.89123976587166,8,10
wma+N489+E95,27.872842,27.215417806970663,12,10
wma+N489+E128,27.3042,27.0557174084978,13,10
ecu+N209+E216,26.935153,26.87975109175852,15,10
eca+N70+E84,22.119069,26.66374505622514,16,10
eca+N664+E84,24.738423,26.598778820333678,17,10
lcx+N70+E181,27.562484,26.14269976724188,18,10
vcl+N284+E166,27.679227,26.113391187230263,19,10
lcx+N70+E34,25.815222,26.062308878686167,20,10
vcl+N599+E166,21.80293,26.012453234567147,21,10
acs+N311+E188,25.859444,25.98703605169976,22,10
acs+N198+E188,21.28463,25.949026854017802,23,10
osf+N599+E151,22.907374,25.803947251522118,25,10
swe+N599+E203,16.555177,25.4731180310161,26,10
sml+N552+E134,20.026392,25.28253700812303,27,10
sml+N536+E134,21.265998,25.1982686420194,28,10
sxa+N340+E113,19.403313,25.067420086804134,29,10
kag+N336+E4,11.660862,24.89905212970217,30,10
sxa+N65+E113,19.107314,24.862788971382713,31,10
wko+N696+E215,19.908114,23.99737808946651,36,10
vcm+N599+E23,19.532122,23.52981145453009,40,10
vms+N647+E203,20.802617,23.512214474866255,41,10
zfb+N206+E190,23.256566,22.10566384423325,45,10
smn+N659+E151,26.573832,22.01702994473598,47,10
utp+N713+E158,7.885571,21.89983781846584,52,10
wkk+N59+E110,10.456517,21.754579436155012,59,10
whc+N577+E16,20.24197,21.691082587649333,60,10
zfw+N651+E151,15.488772,21.673885796379494,61,10
ske+N9+E234,18.843853,21.667003425977526,62,10
whc+N183+E16,20.151491,21.661371644306797,63,10
ske+N9+E165,18.991984,21.637960188270625,64,10
wjs+N300+E162,18.825755,21.598035741133486,66,10
wjs+N383+E162,24.009878,21.57196781713847,67,10
fne+N242+E151,19.842768,21.565855809394947,68,10
acs-a+N623+E151,14.775524,21.4968511506232,72,10
ske+N9+E154,23.472817,21.488828243298343,73,10
